Identification,Date,Zone,ID,Recovery_T,abundance
hesionid,22,H,96,10,0
hesionid,22,H,103,17.9,0
hesionid,22,H,129,14.7,0
hesionid,22,W,110,5.8,0
hesionid,22,W,111,2.9,0
hesionid,22,W,109,2.3,0
hesionid,22,C,73,2.4,0
hesionid,22,C,64,2.1,0
hesionid,22,C,113,2,0
hesionid,33,H,S139,2.3,0
hesionid,33,H,S133,4.2,0
hesionid,33,W,138,2.9,2
hesionid,33,W,132,,0
hesionid,96,W,156,3.1,1
hesionid,96,W,158,2.6,0
hesionid,96,W,159,,4
hesionid,108,H,83,2.6,3
hesionid,108,H,164,2.6,1
hesionid,108,H,174,2.7,0
hesionid,108,C,170,1.9,1
hesionid,108,C,171,2.1,4
hesionid,108,C,172,1.9,0
hesionid,135,W,183,,0
hesionid,135,W,184,,0
hesionid,135,W,186,,0
hesionid,135,C,180,2,1
hesionid,135,C,182,2,0
hesionid,135,C,187,2,0
hesionid,Pre,H,215,,0
hesionid,Pre,H,187,3.1,0
hesionid,Pre,H,236,,0
hesionid,Pre,W,184,2,0
hesionid,Pre,W,232,,0
hesionid,Pre,W,224,2.5,0
hesionid,Pre,C,201,2.3,0
hesionid,Pre,C,204,2,0
hesionid,Pre,C,199,2,0
*Laminatubus alvini,9,H,2,26.7,0
*Laminatubus alvini,9,H,3,23.2,0
*Laminatubus alvini,9,H,4,24.7,0
*Laminatubus alvini,9,W,6,2.2,0
*Laminatubus alvini,9,W,7,2.2,0
*Laminatubus alvini,9,W,19,6.5,0
*Laminatubus alvini,11,H,30,18.5,0
*Laminatubus alvini,11,H,34,27,0
*Laminatubus alvini,11,H,29,28,0
*Laminatubus alvini,11,W,23,9.6,0
*Laminatubus alvini,11,W,24,7,0
*Laminatubus alvini,11,W,26,9,0
*Laminatubus alvini,11,C,27,3.3,0
*Laminatubus alvini,11,C,31,3.3,0
*Laminatubus alvini,11,C,35,3.7,0
*Laminatubus alvini,22,H,96,10,0
*Laminatubus alvini,22,H,103,17.9,0
*Laminatubus alvini,22,H,129,14.7,0
*Laminatubus alvini,22,W,110,5.8,0
*Laminatubus alvini,22,W,111,2.9,0
*Laminatubus alvini,22,W,109,2.3,0
*Laminatubus alvini,22,C,73,2.4,2
*Laminatubus alvini,22,C,64,2.1,2
*Laminatubus alvini,22,C,113,2,33
*Laminatubus alvini,33,H,S139,2.3,0
*Laminatubus alvini,33,H,S133,4.2,14
*Laminatubus alvini,33,W,138,2.9,0
*Laminatubus alvini,33,W,132,,14
*Laminatubus alvini,96,W,156,3.1,81
*Laminatubus alvini,96,W,158,2.6,93
*Laminatubus alvini,96,W,159,,113
*Laminatubus alvini,108,H,83,2.6,15
*Laminatubus alvini,108,H,164,2.6,5
*Laminatubus alvini,108,H,174,2.7,5
*Laminatubus alvini,108,C,170,1.9,5
*Laminatubus alvini,108,C,171,2.1,18
*Laminatubus alvini,108,C,172,1.9,4
*Laminatubus alvini,135,W,183,,17
*Laminatubus alvini,135,W,184,,15
*Laminatubus alvini,135,W,186,,8
*Laminatubus alvini,135,C,180,2,15
*Laminatubus alvini,135,C,182,2,24
*Laminatubus alvini,135,C,187,2,30
*Laminatubus alvini,Pre,H,215,,15
*Laminatubus alvini,Pre,H,187,3.1,8
*Laminatubus alvini,Pre,H,236,,27
*Laminatubus alvini,Pre,W,184,2,5
*Laminatubus alvini,Pre,W,232,,0
*Laminatubus alvini,Pre,W,224,2.5,49
*Laminatubus alvini,Pre,C,201,2.3,107
*Laminatubus alvini,Pre,C,204,2,58
*Laminatubus alvini,Pre,C,199,2,6
Lepidonotopodium sp.,9,H,2,26.7,0
Lepidonotopodium sp.,9,H,3,23.2,0
Lepidonotopodium sp.,9,H,4,24.7,0
Lepidonotopodium sp.,9,W,6,2.2,0
Lepidonotopodium sp.,9,W,7,2.2,0
Lepidonotopodium sp.,9,W,19,6.5,0
Lepidonotopodium sp.,11,H,30,18.5,0
Lepidonotopodium sp.,11,H,34,27,0
Lepidonotopodium sp.,11,H,29,28,2
Lepidonotopodium sp.,11,W,23,9.6,0
Lepidonotopodium sp.,11,W,24,7,0
Lepidonotopodium sp.,11,W,26,9,0
Lepidonotopodium sp.,11,C,27,3.3,0
Lepidonotopodium sp.,11,C,31,3.3,0
Lepidonotopodium sp.,11,C,35,3.7,0
Lepidonotopodium sp.,22,H,96,10,0
Lepidonotopodium sp.,22,H,103,17.9,0
Lepidonotopodium sp.,22,H,129,14.7,0
Lepidonotopodium sp.,22,W,110,5.8,0
Lepidonotopodium sp.,22,W,111,2.9,0
Lepidonotopodium sp.,22,W,109,2.3,3
Lepidonotopodium sp.,22,C,73,2.4,0
Lepidonotopodium sp.,22,C,64,2.1,0
Lepidonotopodium sp.,22,C,113,2,0
Lepidonotopodium sp.,33,H,S139,2.3,1
Lepidonotopodium sp.,33,H,S133,4.2,5
Lepidonotopodium sp.,33,W,138,2.9,1
Lepidonotopodium sp.,33,W,132,,0
Lepidonotopodium sp.,96,W,156,3.1,0
Lepidonotopodium sp.,96,W,158,2.6,0
Lepidonotopodium sp.,96,W,159,,0
Lepidonotopodium sp.,108,H,83,2.6,0
Lepidonotopodium sp.,108,H,164,2.6,0
Lepidonotopodium sp.,108,H,174,2.7,0
Lepidonotopodium sp.,108,C,170,1.9,0
Lepidonotopodium sp.,108,C,171,2.1,0
Lepidonotopodium sp.,108,C,172,1.9,0
Lepidonotopodium sp.,135,W,183,,0
Lepidonotopodium sp.,135,W,184,,0
Lepidonotopodium sp.,135,W,186,,0
Lepidonotopodium sp.,135,C,180,2,0
Lepidonotopodium sp.,135,C,182,2,0
Lepidonotopodium sp.,135,C,187,2,0
Lepidonotopodium sp.,Pre,H,215,,0
Lepidonotopodium sp.,Pre,H,187,3.1,0
Lepidonotopodium sp.,Pre,H,236,,0
Lepidonotopodium sp.,Pre,W,184,2,0
Lepidonotopodium sp.,Pre,W,232,,1
Lepidonotopodium sp.,Pre,W,224,2.5,0
Lepidonotopodium sp.,Pre,C,201,2.3,0
Lepidonotopodium sp.,Pre,C,204,2,0
Lepidonotopodium sp.,Pre,C,199,2,0
Nereis sp.,9,H,2,26.7,0
Nereis sp.,9,H,3,23.2,0
Nereis sp.,9,H,4,24.7,0
Nereis sp.,9,W,6,2.2,0
Nereis sp.,9,W,7,2.2,0
Nereis sp.,9,W,19,6.5,0
Nereis sp.,11,H,30,18.5,0
Nereis sp.,11,H,34,27,0
Nereis sp.,11,H,29,28,0
Nereis sp.,11,W,23,9.6,0
Nereis sp.,11,W,24,7,0
Nereis sp.,11,W,26,9,0
Nereis sp.,11,C,27,3.3,0
Nereis sp.,11,C,31,3.3,0
Nereis sp.,11,C,35,3.7,0
Nereis sp.,22,H,96,10,0
Nereis sp.,22,H,103,17.9,0
Nereis sp.,22,H,129,14.7,0
Nereis sp.,22,W,110,5.8,0
Nereis sp.,22,W,111,2.9,0
Nereis sp.,22,W,109,2.3,3
Nereis sp.,22,C,73,2.4,2
Nereis sp.,22,C,64,2.1,0
Nereis sp.,22,C,113,2,0
Nereis sp.,33,H,S139,2.3,0
Nereis sp.,33,H,S133,4.2,0
Nereis sp.,33,W,138,2.9,4
Nereis sp.,33,W,132,,5
Nereis sp.,96,W,156,3.1,10
Nereis sp.,96,W,158,2.6,11
Nereis sp.,96,W,159,,2
Nereis sp.,108,H,83,2.6,4
Nereis sp.,108,H,164,2.6,6
Nereis sp.,108,H,174,2.7,5
Nereis sp.,108,C,170,1.9,1
Nereis sp.,108,C,171,2.1,17
Nereis sp.,108,C,172,1.9,1
Nereis sp.,135,W,183,,0
Nereis sp.,135,W,184,,0
Nereis sp.,135,W,186,,0
Nereis sp.,135,C,180,2,0
Nereis sp.,135,C,182,2,0
Nereis sp.,135,C,187,2,0
Nereis sp.,Pre,H,215,,1
Nereis sp.,Pre,H,187,3.1,3
Nereis sp.,Pre,H,236,,1
Nereis sp.,Pre,W,184,2,4
Nereis sp.,Pre,W,232,,6
Nereis sp.,Pre,W,224,2.5,4
Nereis sp.,Pre,C,201,2.3,1
Nereis sp.,Pre,C,204,2,0
Nereis sp.,Pre,C,199,2,0
Nicomache sp.,9,H,2,26.7,0
Nicomache sp.,9,H,3,23.2,0
Nicomache sp.,9,H,4,24.7,0
Nicomache sp.,9,W,6,2.2,0
Nicomache sp.,9,W,7,2.2,0
Nicomache sp.,9,W,19,6.5,0
Nicomache sp.,11,H,30,18.5,0
Nicomache sp.,11,H,34,27,0
Nicomache sp.,11,H,29,28,0
Nicomache sp.,11,W,23,9.6,0
Nicomache sp.,11,W,24,7,0
Nicomache sp.,11,W,26,9,0
Nicomache sp.,11,C,27,3.3,0
Nicomache sp.,11,C,31,3.3,0
Nicomache sp.,11,C,35,3.7,0
Nicomache sp.,22,H,96,10,0
Nicomache sp.,22,H,103,17.9,0
Nicomache sp.,22,H,129,14.7,0
Nicomache sp.,22,W,110,5.8,0
Nicomache sp.,22,W,111,2.9,0
Nicomache sp.,22,W,109,2.3,0
Nicomache sp.,22,C,73,2.4,0
Nicomache sp.,22,C,64,2.1,0
Nicomache sp.,22,C,113,2,0
Nicomache sp.,33,H,S139,2.3,0
Nicomache sp.,33,H,S133,4.2,0
Nicomache sp.,33,W,138,2.9,0
Nicomache sp.,33,W,132,,0
Nicomache sp.,96,W,156,3.1,0
Nicomache sp.,96,W,158,2.6,0
Nicomache sp.,96,W,159,,5
Nicomache sp.,108,H,83,2.6,0
Nicomache sp.,108,H,164,2.6,0
Nicomache sp.,108,H,174,2.7,0
Nicomache sp.,108,C,170,1.9,0
Nicomache sp.,108,C,171,2.1,0
Nicomache sp.,108,C,172,1.9,0
Nicomache sp.,135,W,183,,0
Nicomache sp.,135,W,184,,4
Nicomache sp.,135,W,186,,0
Nicomache sp.,135,C,180,2,7
Nicomache sp.,135,C,182,2,0
Nicomache sp.,135,C,187,2,0
Nicomache sp.,Pre,H,215,,0
Nicomache sp.,Pre,H,187,3.1,0
Nicomache sp.,Pre,H,236,,0
Nicomache sp.,Pre,W,184,2,3
Nicomache sp.,Pre,W,232,,0
Nicomache sp.,Pre,W,224,2.5,2
Nicomache sp.,Pre,C,201,2.3,8
Nicomache sp.,Pre,C,204,2,4
Nicomache sp.,Pre,C,199,2,1
Ophryotrocha akessoni,9,H,2,26.7,0
Ophryotrocha akessoni,9,H,3,23.2,0
Ophryotrocha akessoni,9,H,4,24.7,0
Ophryotrocha akessoni,9,W,6,2.2,39
Ophryotrocha akessoni,9,W,7,2.2,36
Ophryotrocha akessoni,9,W,19,6.5,89
Ophryotrocha akessoni,11,H,30,18.5,0
Ophryotrocha akessoni,11,H,34,27,0
Ophryotrocha akessoni,11,H,29,28,0
Ophryotrocha akessoni,11,W,23,9.6,27
Ophryotrocha akessoni,11,W,24,7,14
Ophryotrocha akessoni,11,W,26,9,17
Ophryotrocha akessoni,11,C,27,3.3,10
Ophryotrocha akessoni,11,C,31,3.3,26
Ophryotrocha akessoni,11,C,35,3.7,30
Ophryotrocha akessoni,22,H,96,10,68
Ophryotrocha akessoni,22,H,103,17.9,224
Ophryotrocha akessoni,22,H,129,14.7,21
Ophryotrocha akessoni,22,W,110,5.8,276
Ophryotrocha akessoni,22,W,111,2.9,221
Ophryotrocha akessoni,22,W,109,2.3,341
Ophryotrocha akessoni,22,C,73,2.4,205
Ophryotrocha akessoni,22,C,64,2.1,6
Ophryotrocha akessoni,22,C,113,2,89
Ophryotrocha akessoni,33,H,S139,2.3,47
Ophryotrocha akessoni,33,H,S133,4.2,64
Ophryotrocha akessoni,33,W,138,2.9,87
Ophryotrocha akessoni,33,W,132,,70
Ophryotrocha akessoni,96,W,156,3.1,16
Ophryotrocha akessoni,96,W,158,2.6,5
Ophryotrocha akessoni,96,W,159,,3
Ophryotrocha akessoni,108,H,83,2.6,2
Ophryotrocha akessoni,108,H,164,2.6,0
Ophryotrocha akessoni,108,H,174,2.7,2
Ophryotrocha akessoni,108,C,170,1.9,5
Ophryotrocha akessoni,108,C,171,2.1,7
Ophryotrocha akessoni,108,C,172,1.9,10
Ophryotrocha akessoni,135,W,183,,1
Ophryotrocha akessoni,135,W,184,,0
Ophryotrocha akessoni,135,W,186,,1
Ophryotrocha akessoni,135,C,180,2,0
Ophryotrocha akessoni,135,C,182,2,0
Ophryotrocha akessoni,135,C,187,2,0
Ophryotrocha akessoni,Pre,H,215,,3
Ophryotrocha akessoni,Pre,H,187,3.1,9
Ophryotrocha akessoni,Pre,H,236,,4
Ophryotrocha akessoni,Pre,W,184,2,0
Ophryotrocha akessoni,Pre,W,232,,11
Ophryotrocha akessoni,Pre,W,224,2.5,0
Ophryotrocha akessoni,Pre,C,201,2.3,6
Ophryotrocha akessoni,Pre,C,204,2,12
Ophryotrocha akessoni,Pre,C,199,2,2
Paralvinella grasslei,9,H,2,26.7,158
Paralvinella grasslei,9,H,3,23.2,121
Paralvinella grasslei,9,H,4,24.7,112
Paralvinella grasslei,9,W,6,2.2,0
Paralvinella grasslei,9,W,7,2.2,0
Paralvinella grasslei,9,W,19,6.5,5
Paralvinella grasslei,11,H,30,18.5,23
Paralvinella grasslei,11,H,34,27,109
Paralvinella grasslei,11,H,29,28,106
Paralvinella grasslei,11,W,23,9.6,0
Paralvinella grasslei,11,W,24,7,0
Paralvinella grasslei,11,W,26,9,1
Paralvinella grasslei,11,C,27,3.3,0
Paralvinella grasslei,11,C,31,3.3,0
Paralvinella grasslei,11,C,35,3.7,1
Paralvinella grasslei,22,H,96,10,7
Paralvinella grasslei,22,H,103,17.9,138
Paralvinella grasslei,22,H,129,14.7,193
Paralvinella grasslei,22,W,110,5.8,0
Paralvinella grasslei,22,W,111,2.9,1
Paralvinella grasslei,22,W,109,2.3,0
Paralvinella grasslei,22,C,73,2.4,0
Paralvinella grasslei,22,C,64,2.1,0
Paralvinella grasslei,22,C,113,2,1
Paralvinella grasslei,33,H,S139,2.3,0
Paralvinella grasslei,33,H,S133,4.2,0
Paralvinella grasslei,33,W,138,2.9,0
Paralvinella grasslei,33,W,132,,0
Paralvinella grasslei,96,W,156,3.1,0
Paralvinella grasslei,96,W,158,2.6,0
Paralvinella grasslei,96,W,159,,0
Paralvinella grasslei,108,H,83,2.6,0
Paralvinella grasslei,108,H,164,2.6,0
Paralvinella grasslei,108,H,174,2.7,0
Paralvinella grasslei,108,C,170,1.9,0
Paralvinella grasslei,108,C,171,2.1,0
Paralvinella grasslei,108,C,172,1.9,0
Paralvinella grasslei,135,W,183,,0
Paralvinella grasslei,135,W,184,,0
Paralvinella grasslei,135,W,186,,0
Paralvinella grasslei,135,C,180,2,0
Paralvinella grasslei,135,C,182,2,0
Paralvinella grasslei,135,C,187,2,0
Paralvinella grasslei,Pre,H,215,,0
Paralvinella grasslei,Pre,H,187,3.1,0
Paralvinella grasslei,Pre,H,236,,0
Paralvinella grasslei,Pre,W,184,2,0
Paralvinella grasslei,Pre,W,232,,0
Paralvinella grasslei,Pre,W,224,2.5,0
Paralvinella grasslei,Pre,C,201,2.3,0
Paralvinella grasslei,Pre,C,204,2,0
Paralvinella grasslei,Pre,C,199,2,0
Thermiphione risensis,9,H,2,26.7,0
Thermiphione risensis,9,H,3,23.2,0
Thermiphione risensis,9,H,4,24.7,0
Thermiphione risensis,9,W,6,2.2,0
Thermiphione risensis,9,W,7,2.2,0
Thermiphione risensis,9,W,19,6.5,0
Thermiphione risensis,11,H,30,18.5,0
Thermiphione risensis,11,H,34,27,0
Thermiphione risensis,11,H,29,28,0
Thermiphione risensis,11,W,23,9.6,0
Thermiphione risensis,11,W,24,7,0
Thermiphione risensis,11,W,26,9,0
Thermiphione risensis,11,C,27,3.3,0
Thermiphione risensis,11,C,31,3.3,0
Thermiphione risensis,11,C,35,3.7,0
Thermiphione risensis,22,H,96,10,0
Thermiphione risensis,22,H,103,17.9,0
Thermiphione risensis,22,H,129,14.7,0
Thermiphione risensis,22,W,110,5.8,0
Thermiphione risensis,22,W,111,2.9,0
Thermiphione risensis,22,W,109,2.3,0
Thermiphione risensis,22,C,73,2.4,0
Thermiphione risensis,22,C,64,2.1,0
Thermiphione risensis,22,C,113,2,0
Thermiphione risensis,33,H,S139,2.3,0
Thermiphione risensis,33,H,S133,4.2,0
Thermiphione risensis,33,W,138,2.9,0
Thermiphione risensis,33,W,132,,0
Thermiphione risensis,96,W,156,3.1,2
Thermiphione risensis,96,W,158,2.6,1
Thermiphione risensis,96,W,159,,5
Thermiphione risensis,108,H,83,2.6,0
Thermiphione risensis,108,H,164,2.6,0
Thermiphione risensis,108,H,174,2.7,0
Thermiphione risensis,108,C,170,1.9,0
Thermiphione risensis,108,C,171,2.1,2
Thermiphione risensis,108,C,172,1.9,0
Thermiphione risensis,135,W,183,,0
Thermiphione risensis,135,W,184,,0
Thermiphione risensis,135,W,186,,0
Thermiphione risensis,135,C,180,2,0
Thermiphione risensis,135,C,182,2,0
Thermiphione risensis,135,C,187,2,0
Thermiphione risensis,Pre,H,215,,0
Thermiphione risensis,Pre,H,187,3.1,0
Thermiphione risensis,Pre,H,236,,0
Thermiphione risensis,Pre,W,184,2,1
Thermiphione risensis,Pre,W,232,,1
Thermiphione risensis,Pre,W,224,2.5,1
Thermiphione risensis,Pre,C,201,2.3,1
Thermiphione risensis,Pre,C,204,2,0
Thermiphione risensis,Pre,C,199,2,0
Prionospio sandersi,9,H,2,26.7,0
Prionospio sandersi,9,H,3,23.2,0
Prionospio sandersi,9,H,4,24.7,0
Prionospio sandersi,9,W,6,2.2,0
Prionospio sandersi,9,W,7,2.2,0
Prionospio sandersi,9,W,19,6.5,0
Prionospio sandersi,11,H,30,18.5,0
Prionospio sandersi,11,H,34,27,0
Prionospio sandersi,11,H,29,28,0
Prionospio sandersi,11,W,23,9.6,0
Prionospio sandersi,11,W,24,7,0
Prionospio sandersi,11,W,26,9,0
Prionospio sandersi,11,C,27,3.3,0
Prionospio sandersi,11,C,31,3.3,0
Prionospio sandersi,11,C,35,3.7,0
Prionospio sandersi,22,H,96,10,1
Prionospio sandersi,22,H,103,17.9,0
Prionospio sandersi,22,H,129,14.7,0
Prionospio sandersi,22,W,110,5.8,0
Prionospio sandersi,22,W,111,2.9,0
Prionospio sandersi,22,W,109,2.3,1
Prionospio sandersi,22,C,73,2.4,0
Prionospio sandersi,22,C,64,2.1,0
Prionospio sandersi,22,C,113,2,0
Prionospio sandersi,33,H,S139,2.3,0
Prionospio sandersi,33,H,S133,4.2,1
Prionospio sandersi,33,W,138,2.9,2
Prionospio sandersi,33,W,132,,1
Prionospio sandersi,96,W,156,3.1,0
Prionospio sandersi,96,W,158,2.6,0
Prionospio sandersi,96,W,159,,0
Prionospio sandersi,108,H,83,2.6,4
Prionospio sandersi,108,H,164,2.6,1
Prionospio sandersi,108,H,174,2.7,1
Prionospio sandersi,108,C,170,1.9,2
Prionospio sandersi,108,C,171,2.1,2
Prionospio sandersi,108,C,172,1.9,1
Prionospio sandersi,135,W,183,,0
Prionospio sandersi,135,W,184,,1
Prionospio sandersi,135,W,186,,1
Prionospio sandersi,135,C,180,2,4
Prionospio sandersi,135,C,182,2,0
Prionospio sandersi,135,C,187,2,0
Prionospio sandersi,Pre,H,215,,0
Prionospio sandersi,Pre,H,187,3.1,0
Prionospio sandersi,Pre,H,236,,1
Prionospio sandersi,Pre,W,184,2,0
Prionospio sandersi,Pre,W,232,,0
Prionospio sandersi,Pre,W,224,2.5,0
Prionospio sandersi,Pre,C,201,2.3,0
Prionospio sandersi,Pre,C,204,2,0
Prionospio sandersi,Pre,C,199,2,0
"polynoids, adult",9,H,2,26.7,0
"polynoids, adult",9,H,3,23.2,0
"polynoids, adult",9,H,4,24.7,0
"polynoids, adult",9,W,6,2.2,0
"polynoids, adult",9,W,7,2.2,0
"polynoids, adult",9,W,19,6.5,0
"polynoids, adult",11,H,30,18.5,0
"polynoids, adult",11,H,34,27,0
"polynoids, adult",11,H,29,28,0
"polynoids, adult",11,W,23,9.6,4
"polynoids, adult",11,W,24,7,2
"polynoids, adult",11,W,26,9,2
"polynoids, adult",11,C,27,3.3,6
"polynoids, adult",11,C,31,3.3,5
"polynoids, adult",11,C,35,3.7,19
"polynoids, adult",22,H,96,10,0
"polynoids, adult",22,H,103,17.9,0
"polynoids, adult",22,H,129,14.7,0
"polynoids, adult",22,W,110,5.8,0
"polynoids, adult",22,W,111,2.9,1
"polynoids, adult",22,W,109,2.3,0
"polynoids, adult",22,C,73,2.4,1
"polynoids, adult",22,C,64,2.1,0
"polynoids, adult",22,C,113,2,0
"polynoids, adult",33,H,S139,2.3,0
"polynoids, adult",33,H,S133,4.2,0
"polynoids, adult",33,W,138,2.9,0
"polynoids, adult",33,W,132,,0
"polynoids, adult",96,W,156,3.1,0
"polynoids, adult",96,W,158,2.6,0
"polynoids, adult",96,W,159,,0
"polynoids, adult",108,H,83,2.6,0
"polynoids, adult",108,H,164,2.6,0
"polynoids, adult",108,H,174,2.7,0
"polynoids, adult",108,C,170,1.9,0
"polynoids, adult",108,C,171,2.1,0
"polynoids, adult",108,C,172,1.9,0
"polynoids, adult",135,W,183,,0
"polynoids, adult",135,W,184,,0
"polynoids, adult",135,W,186,,0
"polynoids, adult",135,C,180,2,0
"polynoids, adult",135,C,182,2,0
"polynoids, adult",135,C,187,2,0
"polynoids, adult",Pre,H,215,,0
"polynoids, adult",Pre,H,187,3.1,0
"polynoids, adult",Pre,H,236,,0
"polynoids, adult",Pre,W,184,2,0
"polynoids, adult",Pre,W,232,,0
"polynoids, adult",Pre,W,224,2.5,0
"polynoids, adult",Pre,C,201,2.3,0
"polynoids, adult",Pre,C,204,2,0
"polynoids, adult",Pre,C,199,2,0
"polynoids, unk",9,H,2,26.7,0
"polynoids, unk",9,H,3,23.2,0
"polynoids, unk",9,H,4,24.7,0
"polynoids, unk",9,W,6,2.2,1
"polynoids, unk",9,W,7,2.2,4
"polynoids, unk",9,W,19,6.5,0
"polynoids, unk",11,H,30,18.5,1
"polynoids, unk",11,H,34,27,0
"polynoids, unk",11,H,29,28,0
"polynoids, unk",11,W,23,9.6,1
"polynoids, unk",11,W,24,7,0
"polynoids, unk",11,W,26,9,0
"polynoids, unk",11,C,27,3.3,0
"polynoids, unk",11,C,31,3.3,0
"polynoids, unk",11,C,35,3.7,0
"polynoids, unk",22,H,96,10,0
"polynoids, unk",22,H,103,17.9,0
"polynoids, unk",22,H,129,14.7,0
"polynoids, unk",22,W,110,5.8,3
"polynoids, unk",22,W,111,2.9,0
"polynoids, unk",22,W,109,2.3,0
"polynoids, unk",22,C,73,2.4,0
"polynoids, unk",22,C,64,2.1,0
"polynoids, unk",22,C,113,2,0
"polynoids, unk",33,H,S139,2.3,0
"polynoids, unk",33,H,S133,4.2,0
"polynoids, unk",33,W,138,2.9,2
"polynoids, unk",33,W,132,,1
"polynoids, unk",96,W,156,3.1,1
"polynoids, unk",96,W,158,2.6,8
"polynoids, unk",96,W,159,,10
"polynoids, unk",108,H,83,2.6,0
"polynoids, unk",108,H,164,2.6,4
"polynoids, unk",108,H,174,2.7,2
"polynoids, unk",108,C,170,1.9,0
"polynoids, unk",108,C,171,2.1,10
"polynoids, unk",108,C,172,1.9,0
"polynoids, unk",135,W,183,,0
"polynoids, unk",135,W,184,,0
"polynoids, unk",135,W,186,,0
"polynoids, unk",135,C,180,2,0
"polynoids, unk",135,C,182,2,0
"polynoids, unk",135,C,187,2,1
"polynoids, unk",Pre,H,215,,3
"polynoids, unk",Pre,H,187,3.1,0
"polynoids, unk",Pre,H,236,,2
"polynoids, unk",Pre,W,184,2,0
"polynoids, unk",Pre,W,232,,0
"polynoids, unk",Pre,W,224,2.5,0
"polynoids, unk",Pre,C,201,2.3,2
"polynoids, unk",Pre,C,204,2,0
"polynoids, unk",Pre,C,199,2,0
"polychaetes, unk",9,H,2,26.7,0
"polychaetes, unk",9,H,3,23.2,0
"polychaetes, unk",9,H,4,24.7,0
"polychaetes, unk",9,W,6,2.2,0
"polychaetes, unk",9,W,7,2.2,0
"polychaetes, unk",9,W,19,6.5,0
"polychaetes, unk",11,H,30,18.5,0
"polychaetes, unk",11,H,34,27,1
"polychaetes, unk",11,H,29,28,0
"polychaetes, unk",11,W,23,9.6,0
"polychaetes, unk",11,W,24,7,0
"polychaetes, unk",11,W,26,9,1
"polychaetes, unk",11,C,27,3.3,0
"polychaetes, unk",11,C,31,3.3,0
"polychaetes, unk",11,C,35,3.7,0
"polychaetes, unk",22,H,96,10,0
"polychaetes, unk",22,H,103,17.9,0
"polychaetes, unk",22,H,129,14.7,0
"polychaetes, unk",22,W,110,5.8,0
"polychaetes, unk",22,W,111,2.9,1
"polychaetes, unk",22,W,109,2.3,0
"polychaetes, unk",22,C,73,2.4,1
"polychaetes, unk",22,C,64,2.1,0
"polychaetes, unk",22,C,113,2,0
"polychaetes, unk",33,H,S139,2.3,0
"polychaetes, unk",33,H,S133,4.2,0
"polychaetes, unk",33,W,138,2.9,0
"polychaetes, unk",33,W,132,,0
"polychaetes, unk",96,W,156,3.1,0
"polychaetes, unk",96,W,158,2.6,0
"polychaetes, unk",96,W,159,,2
"polychaetes, unk",108,H,83,2.6,2
"polychaetes, unk",108,H,164,2.6,0
"polychaetes, unk",108,H,174,2.7,0
"polychaetes, unk",108,C,170,1.9,1
"polychaetes, unk",108,C,171,2.1,52
"polychaetes, unk",108,C,172,1.9,1
"polychaetes, unk",135,W,183,,0
"polychaetes, unk",135,W,184,,0
"polychaetes, unk",135,W,186,,0
"polychaetes, unk",135,C,180,2,0
"polychaetes, unk",135,C,182,2,0
"polychaetes, unk",135,C,187,2,0
"polychaetes, unk",Pre,H,215,,0
"polychaetes, unk",Pre,H,187,3.1,0
"polychaetes, unk",Pre,H,236,,0
"polychaetes, unk",Pre,W,184,2,0
"polychaetes, unk",Pre,W,232,,0
"polychaetes, unk",Pre,W,224,2.5,0
"polychaetes, unk",Pre,C,201,2.3,2
"polychaetes, unk",Pre,C,204,2,0
"polychaetes, unk",Pre,C,199,2,0
"polycheates, juv",9,H,2,26.7,0
"polycheates, juv",9,H,3,23.2,0
"polycheates, juv",9,H,4,24.7,0
"polycheates, juv",9,W,6,2.2,54
"polycheates, juv",9,W,7,2.2,17
"polycheates, juv",9,W,19,6.5,68
"polycheates, juv",11,H,30,18.5,0
"polycheates, juv",11,H,34,27,0
"polycheates, juv",11,H,29,28,0
"polycheates, juv",11,W,23,9.6,0
"polycheates, juv",11,W,24,7,1
"polycheates, juv",11,W,26,9,1
"polycheates, juv",11,C,27,3.3,0
"polycheates, juv",11,C,31,3.3,0
"polycheates, juv",11,C,35,3.7,0
"polycheates, juv",22,H,96,10,0
"polycheates, juv",22,H,103,17.9,0
"polycheates, juv",22,H,129,14.7,0
"polycheates, juv",22,W,110,5.8,0
"polycheates, juv",22,W,111,2.9,0
"polycheates, juv",22,W,109,2.3,2
"polycheates, juv",22,C,73,2.4,2
"polycheates, juv",22,C,64,2.1,0
"polycheates, juv",22,C,113,2,0
"polycheates, juv",33,H,S139,2.3,0
"polycheates, juv",33,H,S133,4.2,4
"polycheates, juv",33,W,138,2.9,0
"polycheates, juv",33,W,132,,0
"polycheates, juv",96,W,156,3.1,0
"polycheates, juv",96,W,158,2.6,0
"polycheates, juv",96,W,159,,5
"polycheates, juv",108,H,83,2.6,0
"polycheates, juv",108,H,164,2.6,0
"polycheates, juv",108,H,174,2.7,1
"polycheates, juv",108,C,170,1.9,0
"polycheates, juv",108,C,171,2.1,10
"polycheates, juv",108,C,172,1.9,0
"polycheates, juv",135,W,183,,0
"polycheates, juv",135,W,184,,0
"polycheates, juv",135,W,186,,0
"polycheates, juv",135,C,180,2,0
"polycheates, juv",135,C,182,2,0
"polycheates, juv",135,C,187,2,0
"polycheates, juv",Pre,H,215,,0
"polycheates, juv",Pre,H,187,3.1,1
